E /V,t /s,I /A
0.44,0.7,-1.21E-08
0.44,0.75,-1.20E-08
0.44,0.8,-1.19E-08
0.44,0.85,-1.19E-08
0.44,0.9,-1.18E-08
0.44,0.95,-1.18E-08
0.44,1,-1.17E-08
0.44,1.05,-1.17E-08
0.44,1.1,-1.17E-08
0.44,1.2,-1.16E-08
0.44,1.3,-1.15E-08
0.44,1.4,-1.15E-08
0.44,1.5,-1.14E-08
0.44,1.6,-1.14E-08
0.44,1.7,-1.14E-08
0.44,1.8,-1.13E-08
0.44,1.9,-1.13E-08
0.44,2,-1.13E-08
0.44,2.1,-1.13E-08
0.44,2.3,-1.12E-08
0.44,2.5,-1.12E-08
0.44,2.7,-1.11E-08
0.44,2.9,-1.11E-08
0.44,3.1,-1.11E-08
0.44,3.3,-1.11E-08
0.44,3.5,-1.10E-08
0.44,3.7,-1.10E-08
0.44,3.9,-1.10E-08
0.44,4.1,-1.10E-08
0.44,4.3,-1.10E-08
0.44,4.5,-1.09E-08
0.44,4.7,-1.09E-08
0.44,4.9,-1.09E-08
0.44,5.1,-1.09E-08
0.44,5.6,-1.09E-08
0.44,6.1,-1.09E-08
0.44,6.6,-1.08E-08
0.44,7.1,-1.08E-08
0.44,7.6,-1.08E-08
0.44,8.1,-1.08E-08
0.44,8.6,-1.08E-08
0.44,9.1,-1.08E-08
0.44,9.6,-1.07E-08
0.44,10.1,-1.07E-08
0.44,11.1,-1.07E-08
0.44,12.1,-1.07E-08
0.44,13.1,-1.07E-08
0.44,14.1,-1.07E-08
0.44,15.1,-1.07E-08
0.44,16.1,-1.06E-08
0.44,17.1,-1.06E-08
0.44,18.1,-1.06E-08
0.44,19.1,-1.06E-08
0.44,20.1,-1.06E-08
0.44,22.1,-1.06E-08
0.44,24.1,-1.06E-08
0.44,26.1,-1.06E-08
0.44,28.1,-1.06E-08
0.44,30.1,-1.05E-08
0.44,32.1,-1.05E-08
0.44,34.1,-1.05E-08
0.44,36.1,-1.05E-08
0.44,38.1,-1.05E-08
0.44,40.1,-1.05E-08
0.44,42.1,-1.05E-08
0.44,44.1,-1.05E-08
0.44,46.1,-1.05E-08
0.44,48.1,-1.05E-08
0.44,50.1,-1.05E-08
0.44,55.1,-1.05E-08
0.44,60.1,-1.05E-08
0.44,65.1,-1.05E-08
0.44,70.1,-1.05E-08
0.44,75.1,-1.05E-08
0.44,80.1,-1.05E-08
0.44,85.1,-1.04E-08
0.44,90.1,-1.04E-08
0.44,95.1,-1.04E-08
0.44,100.1,-1.04E-08
0.45,0,-1.04E-11
0.45,0.01,-1.02E-11
0.45,0.02,-1.01E-11
0.45,0.03,-9.93E-12
0.45,0.04,-9.81E-12
0.45,0.05,-9.71E-12
0.45,0.06,-9.63E-12
0.45,0.07,-9.55E-12
0.45,0.08,-9.49E-12
0.45,0.09,-9.42E-12
0.45,0.091,-9.42E-12
0.45,0.092,-9.41E-12
0.45,0.093,-9.41E-12
0.45,0.094,-9.40E-12
0.45,0.095,-9.40E-12
0.45,0.096,-9.39E-12
0.45,0.097,-9.38E-12
0.45,0.098,-9.38E-12
0.45,0.099,-9.37E-12
0.45,0.1,-5.42E-09
0.45,0.1001,-3.42E-08
0.45,0.1002,-3.32E-08
0.45,0.1003,-3.24E-08
0.45,0.1004,-3.18E-08
0.45,0.1005,-3.13E-08
0.45,0.1006,-3.09E-08
0.45,0.1007,-3.05E-08
0.45,0.1008,-3.02E-08
0.45,0.1009,-2.98E-08
0.45,0.101,-2.95E-08
0.45,0.1011,-2.93E-08
0.45,0.1012,-2.90E-08
0.45,0.1013,-2.88E-08
0.45,0.1014,-2.85E-08
0.45,0.1015,-2.83E-08
0.45,0.1016,-2.81E-08
0.45,0.1017,-2.79E-08
0.45,0.1018,-2.77E-08
0.45,0.1019,-2.75E-08
0.45,0.102,-2.74E-08
0.45,0.1022,-2.70E-08
0.45,0.1024,-2.67E-08
0.45,0.1026,-2.64E-08
0.45,0.1028,-2.62E-08
0.45,0.103,-2.59E-08
0.45,0.1032,-2.57E-08
0.45,0.1034,-2.54E-08
0.45,0.1036,-2.52E-08
0.45,0.1038,-2.50E-08
0.45,0.104,-2.48E-08
0.45,0.1042,-2.46E-08
0.45,0.1044,-2.45E-08
0.45,0.1046,-2.43E-08
0.45,0.1048,-2.41E-08
0.45,0.105,-2.40E-08
0.45,0.1055,-2.36E-08
0.45,0.106,-2.32E-08
0.45,0.1065,-2.29E-08
0.45,0.107,-2.26E-08
0.45,0.1075,-2.23E-08
0.45,0.108,-2.21E-08
0.45,0.1085,-2.18E-08
0.45,0.109,-2.16E-08
0.45,0.1095,-2.14E-08
0.45,0.11,-2.12E-08
0.45,0.111,-2.08E-08
0.45,0.112,-2.04E-08
0.45,0.113,-2.01E-08
0.45,0.114,-1.98E-08
0.45,0.115,-1.95E-08
0.45,0.116,-1.93E-08
0.45,0.117,-1.91E-08
0.45,0.118,-1.88E-08
0.45,0.119,-1.86E-08
0.45,0.12,-1.84E-08
0.45,0.122,-1.81E-08
0.45,0.124,-1.78E-08
0.45,0.126,-1.75E-08
0.45,0.128,-1.72E-08
0.45,0.13,-1.70E-08
0.45,0.132,-1.68E-08
0.45,0.134,-1.66E-08
0.45,0.136,-1.64E-08
0.45,0.138,-1.62E-08
0.45,0.14,-1.60E-08
0.45,0.142,-1.59E-08
0.45,0.144,-1.58E-08
0.45,0.146,-1.56E-08
0.45,0.148,-1.55E-08
0.45,0.15,-1.54E-08
0.45,0.155,-1.51E-08
0.45,0.16,-1.49E-08
0.45,0.165,-1.47E-08
0.45,0.17,-1.45E-08
0.45,0.175,-1.43E-08
0.45,0.18,-1.42E-08
0.45,0.185,-1.40E-08
0.45,0.19,-1.39E-08
0.45,0.195,-1.38E-08
0.45,0.2,-1.37E-08
0.45,0.21,-1.35E-08
0.45,0.22,-1.33E-08
0.45,0.23,-1.31E-08
0.45,0.24,-1.30E-08
0.45,0.25,-1.29E-08
0.45,0.26,-1.28E-08
0.45,0.27,-1.27E-08
0.45,0.28,-1.26E-08
0.45,0.29,-1.25E-08
0.45,0.3,-1.24E-08
0.45,0.32,-1.23E-08
0.45,0.34,-1.22E-08
0.45,0.36,-1.21E-08
0.45,0.38,-1.20E-08
0.45,0.4,-1.19E-08
0.45,0.42,-1.18E-08
0.45,0.44,-1.18E-08
0.45,0.46,-1.17E-08
0.45,0.48,-1.16E-08
0.45,0.5,-1.16E-08
0.45,0.52,-1.15E-08
0.45,0.54,-1.15E-08
0.45,0.56,-1.15E-08
0.45,0.58,-1.14E-08
0.45,0.6,-1.14E-08
0.45,0.65,-1.13E-08
0.45,0.7,-1.12E-08
0.45,0.75,-1.12E-08
0.45,0.8,-1.11E-08
0.45,0.85,-1.11E-08
0.45,0.9,-1.10E-08
0.45,0.95,-1.10E-08
0.45,1,-1.09E-08
0.45,1.05,-1.09E-08
0.45,1.1,-1.09E-08
0.45,1.2,-1.08E-08
0.45,1.3,-1.08E-08
0.45,1.4,-1.07E-08
0.45,1.5,-1.07E-08
0.45,1.6,-1.06E-08
0.45,1.7,-1.06E-08
0.45,1.8,-1.06E-08
0.45,1.9,-1.06E-08
0.45,2,-1.05E-08
0.45,2.1,-1.05E-08
0.45,2.3,-1.05E-08
0.45,2.5,-1.04E-08
0.45,2.7,-1.04E-08
0.45,2.9,-1.04E-08
0.45,3.1,-1.03E-08
0.45,3.3,-1.03E-08
0.45,3.5,-1.03E-08
0.45,3.7,-1.03E-08
0.45,3.9,-1.03E-08
0.45,4.1,-1.03E-08
0.45,4.3,-1.02E-08
0.45,4.5,-1.02E-08
0.45,4.7,-1.02E-08
0.45,4.9,-1.02E-08
0.45,5.1,-1.02E-08
0.45,5.6,-1.02E-08
0.45,6.1,-1.01E-08
0.45,6.6,-1.01E-08
0.45,7.1,-1.01E-08
0.45,7.6,-1.01E-08
0.45,8.1,-1.01E-08
0.45,8.6,-1.01E-08
0.45,9.1,-1.00E-08
0.45,9.6,-1.00E-08
0.45,10.1,-1.00E-08
0.45,11.1,-1.00E-08
0.45,12.1,-9.99E-09
0.45,13.1,-9.98E-09
0.45,14.1,-9.97E-09
0.45,15.1,-9.96E-09
0.45,16.1,-9.95E-09
0.45,17.1,-9.94E-09
0.45,18.1,-9.93E-09
0.45,19.1,-9.92E-09
0.45,20.1,-9.91E-09
0.45,22.1,-9.90E-09
0.45,24.1,-9.89E-09
0.45,26.1,-9.88E-09
0.45,28.1,-9.87E-09
0.45,30.1,-9.86E-09
0.45,32.1,-9.86E-09
0.45,34.1,-9.85E-09
0.45,36.1,-9.84E-09
0.45,38.1,-9.84E-09
0.45,40.1,-9.83E-09
0.45,42.1,-9.83E-09
0.45,44.1,-9.82E-09
0.45,46.1,-9.82E-09
0.45,48.1,-9.82E-09
0.45,50.1,-9.81E-09
0.45,55.1,-9.80E-09
0.45,60.1,-9.80E-09
0.45,65.1,-9.79E-09
0.45,70.1,-9.79E-09
0.45,75.1,-9.78E-09
0.45,80.1,-9.78E-09
0.45,85.1,-9.77E-09
0.45,90.1,-9.77E-09
0.45,95.1,-9.76E-09
0.45,100.1,-9.76E-09
0.46,0,-1.04E-11
0.46,0.01,-1.02E-11
0.46,0.02,-1.01E-11
0.46,0.03,-9.93E-12
0.46,0.04,-9.81E-12
0.46,0.05,-9.71E-12
0.46,0.06,-9.63E-12
0.46,0.07,-9.55E-12
0.46,0.08,-9.49E-12
0.46,0.09,-9.42E-12
0.46,0.091,-9.42E-12
0.46,0.092,-9.41E-12
0.46,0.093,-9.41E-12
0.46,0.094,-9.40E-12
0.46,0.095,-9.40E-12
0.46,0.096,-9.39E-12
0.46,0.097,-9.38E-12
0.46,0.098,-9.38E-12
0.46,0.099,-9.37E-12
0.46,0.1,-4.99E-09
0.46,0.1001,-2.97E-08
0.46,0.1002,-2.88E-08
0.46,0.1003,-2.83E-08
0.46,0.1004,-2.78E-08
0.46,0.1005,-2.74E-08
0.46,0.1006,-2.70E-08
0.46,0.1007,-2.67E-08
0.46,0.1008,-2.64E-08
0.46,0.1009,-2.62E-08
0.46,0.101,-2.59E-08
0.46,0.1011,-2.57E-08
0.46,0.1012,-2.55E-08
0.46,0.1013,-2.53E-08
0.46,0.1014,-2.51E-08
0.46,0.1015,-2.49E-08
0.46,0.1016,-2.48E-08
0.46,0.1017,-2.46E-08
0.46,0.1018,-2.45E-08
0.46,0.1019,-2.43E-08
0.46,0.102,-2.42E-08
0.46,0.1022,-2.39E-08
0.46,0.1024,-2.36E-08
0.46,0.1026,-2.34E-08
0.46,0.1028,-2.32E-08
0.46,0.103,-2.30E-08
0.46,0.1032,-2.28E-08
0.46,0.1034,-2.26E-08
0.46,0.1036,-2.24E-08
0.46,0.1038,-2.22E-08
0.46,0.104,-2.21E-08
0.46,0.1042,-2.19E-08
0.46,0.1044,-2.18E-08
0.46,0.1046,-2.16E-08
0.46,0.1048,-2.15E-08
0.46,0.105,-2.13E-08
0.46,0.1055,-2.10E-08
0.46,0.106,-2.07E-08
0.46,0.1065,-2.05E-08
0.46,0.107,-2.02E-08
0.46,0.1075,-2.00E-08
0.46,0.108,-1.98E-08
0.46,0.1085,-1.96E-08
0.46,0.109,-1.94E-08
0.46,0.1095,-1.92E-08
0.46,0.11,-1.90E-08
0.46,0.111,-1.87E-08
0.46,0.112,-1.84E-08
0.46,0.113,-1.81E-08
0.46,0.114,-1.79E-08
0.46,0.115,-1.76E-08
0.46,0.116,-1.74E-08
0.46,0.117,-1.72E-08
0.46,0.118,-1.70E-08
0.46,0.119,-1.68E-08
0.46,0.12,-1.67E-08
0.46,0.122,-1.64E-08
0.46,0.124,-1.61E-08
0.46,0.126,-1.58E-08
0.46,0.128,-1.56E-08
0.46,0.13,-1.54E-08
0.46,0.132,-1.52E-08
0.46,0.134,-1.50E-08
0.46,0.136,-1.49E-08
0.46,0.138,-1.47E-08
0.46,0.14,-1.46E-08
0.46,0.142,-1.45E-08
0.46,0.144,-1.43E-08
0.46,0.146,-1.42E-08
0.46,0.148,-1.41E-08
0.46,0.15,-1.40E-08
0.46,0.155,-1.38E-08
0.46,0.16,-1.36E-08
0.46,0.165,-1.34E-08
0.46,0.17,-1.32E-08
0.46,0.175,-1.31E-08
0.46,0.18,-1.29E-08
0.46,0.185,-1.28E-08
0.46,0.19,-1.27E-08
0.46,0.195,-1.26E-08
0.46,0.2,-1.25E-08
0.46,0.21,-1.23E-08
0.46,0.22,-1.22E-08
0.46,0.23,-1.20E-08
0.46,0.24,-1.19E-08
0.46,0.25,-1.18E-08
0.46,0.26,-1.17E-08
0.46,0.27,-1.16E-08
0.46,0.28,-1.15E-08
0.46,0.29,-1.15E-08
0.46,0.3,-1.14E-08
0.46,0.32,-1.13E-08
0.46,0.34,-1.12E-08
0.46,0.36,-1.11E-08
0.46,0.38,-1.10E-08
0.46,0.4,-1.09E-08
0.46,0.42,-1.09E-08
0.46,0.44,-1.08E-08
0.46,0.46,-1.07E-08
0.46,0.48,-1.07E-08
0.46,0.5,-1.07E-08
0.46,0.52,-1.06E-08
0.46,0.54,-1.06E-08
0.46,0.56,-1.05E-08
0.46,0.58,-1.05E-08
0.46,0.6,-1.05E-08
0.46,0.65,-1.04E-08
0.46,0.7,-1.03E-08
0.46,0.75,-1.03E-08
0.46,0.8,-1.02E-08
0.46,0.85,-1.02E-08
0.46,0.9,-1.01E-08
0.46,0.95,-1.01E-08
0.46,1,-1.01E-08
0.46,1.05,-1.00E-08
0.46,1.1,-1.00E-08
0.46,1.2,-9.95E-09
0.46,1.3,-9.90E-09
0.46,1.4,-9.86E-09
0.46,1.5,-9.83E-09
0.46,1.6,-9.80E-09
0.46,1.7,-9.77E-09
0.46,1.8,-9.74E-09
0.46,1.9,-9.72E-09
0.46,2,-9.70E-09
0.46,2.1,-9.68E-09
0.46,2.3,-9.64E-09
0.46,2.5,-9.61E-09
0.46,2.7,-9.58E-09
0.46,2.9,-9.56E-09
0.46,3.1,-9.53E-09
0.46,3.3,-9.51E-09
0.46,3.5,-9.50E-09
0.46,3.7,-9.48E-09
0.46,3.9,-9.46E-09
0.46,4.1,-9.45E-09
0.46,4.3,-9.44E-09
0.46,4.5,-9.42E-09
0.46,4.7,-9.41E-09
0.46,4.9,-9.40E-09
0.46,5.1,-9.39E-09
0.46,5.6,-9.37E-09
0.46,6.1,-9.35E-09
0.46,6.6,-9.33E-09
0.46,7.1,-9.31E-09
0.46,7.6,-9.30E-09
0.46,8.1,-9.29E-09
0.46,8.6,-9.28E-09
0.46,9.1,-9.27E-09
0.46,9.6,-9.26E-09
0.46,10.1,-9.25E-09
0.46,11.1,-9.23E-09
0.46,12.1,-9.22E-09
0.46,13.1,-9.20E-09
0.46,14.1,-9.19E-09
0.46,15.1,-9.18E-09
0.46,16.1,-9.17E-09
0.46,17.1,-9.17E-09
0.46,18.1,-9.16E-09
0.46,19.1,-9.15E-09
0.46,20.1,-9.15E-09
0.46,22.1,-9.13E-09
0.46,24.1,-9.12E-09
0.46,26.1,-9.12E-09
0.46,28.1,-9.11E-09
0.46,30.1,-9.10E-09
0.46,32.1,-9.09E-09
0.46,34.1,-9.09E-09
0.46,36.1,-9.08E-09
0.46,38.1,-9.08E-09
0.46,40.1,-9.07E-09
0.46,42.1,-9.07E-09
0.46,44.1,-9.07E-09
0.46,46.1,-9.06E-09
0.46,48.1,-9.06E-09
0.46,50.1,-9.06E-09
0.46,55.1,-9.05E-09
0.46,60.1,-9.04E-09
0.46,65.1,-9.04E-09
0.46,70.1,-9.03E-09
0.46,75.1,-9.03E-09
0.46,80.1,-9.02E-09
0.46,85.1,-9.02E-09
0.46,90.1,-9.02E-09
0.46,95.1,-9.01E-09
0.46,100.1,-9.01E-09
0.47,0,-1.04E-11
0.47,0.01,-1.02E-11
0.47,0.02,-1.01E-11
0.47,0.03,-9.93E-12
0.47,0.04,-9.81E-12
0.47,0.05,-9.71E-12
0.47,0.06,-9.63E-12
0.47,0.07,-9.55E-12
0.47,0.08,-9.49E-12
0.47,0.09,-9.42E-12
0.47,0.091,-9.42E-12
0.47,0.092,-9.41E-12
0.47,0.093,-9.41E-12
0.47,0.094,-9.40E-12
0.47,0.095,-9.40E-12
0.47,0.096,-9.39E-12
0.47,0.097,-9.38E-12
0.47,0.098,-9.38E-12
0.47,0.099,-9.37E-12
0.47,0.1,-4.59E-09
0.47,0.1001,-2.57E-08
0.47,0.1002,-2.50E-08
0.47,0.1003,-2.46E-08
0.47,0.1004,-2.42E-08
0.47,0.1005,-2.38E-08
0.47,0.1006,-2.36E-08
0.47,0.1007,-2.33E-08
0.47,0.1008,-2.31E-08
0.47,0.1009,-2.29E-08
0.47,0.101,-2.27E-08
0.47,0.1011,-2.25E-08
0.47,0.1012,-2.23E-08
0.47,0.1013,-2.21E-08
0.47,0.1014,-2.20E-08
0.47,0.1015,-2.18E-08
0.47,0.1016,-2.17E-08
0.47,0.1017,-2.16E-08
0.47,0.1018,-2.14E-08
0.47,0.1019,-2.13E-08
0.47,0.102,-2.12E-08
0.47,0.1022,-2.10E-08
0.47,0.1024,-2.08E-08
0.47,0.1026,-2.06E-08
0.47,0.1028,-2.04E-08
0.47,0.103,-2.02E-08
0.47,0.1032,-2.00E-08
0.47,0.1034,-1.99E-08
0.47,0.1036,-1.97E-08
0.47,0.1038,-1.96E-08
0.47,0.104,-1.95E-08
0.47,0.1042,-1.93E-08
0.47,0.1044,-1.92E-08
0.47,0.1046,-1.91E-08
0.47,0.1048,-1.90E-08
0.47,0.105,-1.88E-08
0.47,0.1055,-1.86E-08
0.47,0.106,-1.83E-08
0.47,0.1065,-1.81E-08
0.47,0.107,-1.79E-08
0.47,0.1075,-1.77E-08
0.47,0.108,-1.75E-08
0.47,0.1085,-1.73E-08
0.47,0.109,-1.72E-08
0.47,0.1095,-1.70E-08
0.47,0.11,-1.69E-08
0.47,0.111,-1.66E-08
0.47,0.112,-1.63E-08
0.47,0.113,-1.61E-08
0.47,0.114,-1.59E-08
0.47,0.115,-1.57E-08
0.47,0.116,-1.55E-08
0.47,0.117,-1.53E-08
0.47,0.118,-1.52E-08
0.47,0.119,-1.50E-08
0.47,0.12,-1.49E-08
0.47,0.122,-1.46E-08
0.47,0.124,-1.44E-08
0.47,0.126,-1.42E-08
0.47,0.128,-1.40E-08
0.47,0.13,-1.38E-08
0.47,0.132,-1.36E-08
0.47,0.134,-1.35E-08
0.47,0.136,-1.33E-08
0.47,0.138,-1.32E-08
0.47,0.14,-1.31E-08
0.47,0.142,-1.30E-08
0.47,0.144,-1.29E-08
0.47,0.146,-1.28E-08
0.47,0.148,-1.27E-08
0.47,0.15,-1.26E-08
0.47,0.155,-1.24E-08
0.47,0.16,-1.22E-08
0.47,0.165,-1.20E-08
0.47,0.17,-1.19E-08
0.47,0.175,-1.18E-08
0.47,0.18,-1.16E-08
0.47,0.185,-1.15E-08
0.47,0.19,-1.14E-08
0.47,0.195,-1.13E-08
0.47,0.2,-1.13E-08
0.47,0.21,-1.11E-08
0.47,0.22,-1.10E-08
0.47,0.23,-1.09E-08
0.47,0.24,-1.07E-08
0.47,0.25,-1.07E-08
0.47,0.26,-1.06E-08
0.47,0.27,-1.05E-08
0.47,0.28,-1.04E-08
0.47,0.29,-1.04E-08
0.47,0.3,-1.03E-08
0.47,0.32,-1.02E-08
0.47,0.34,-1.01E-08
0.47,0.36,-1.00E-08
0.47,0.38,-9.95E-09
0.47,0.4,-9.88E-09
0.47,0.42,-9.82E-09
0.47,0.44,-9.77E-09
0.47,0.46,-9.72E-09
0.47,0.48,-9.68E-09
0.47,0.5,-9.64E-09
0.47,0.52,-9.60E-09
0.47,0.54,-9.56E-09
0.47,0.56,-9.53E-09
0.47,0.58,-9.50E-09
0.47,0.6,-9.47E-09
0.47,0.65,-9.41E-09
0.47,0.7,-9.35E-09
0.47,0.75,-9.30E-09
0.47,0.8,-9.25E-09
0.47,0.85,-9.21E-09
0.47,0.9,-9.18E-09
0.47,0.95,-9.15E-09
0.47,1,-9.12E-09
0.47,1.05,-9.09E-09
0.47,1.1,-9.06E-09
0.47,1.2,-9.02E-09
0.47,1.3,-8.98E-09
0.47,1.4,-8.94E-09
0.47,1.5,-8.91E-09
0.47,1.6,-8.88E-09
0.47,1.7,-8.86E-09
0.47,1.8,-8.83E-09
0.47,1.9,-8.81E-09
0.47,2,-8.79E-09
0.47,2.1,-8.78E-09
0.47,2.3,-8.74E-09
0.47,2.5,-8.72E-09
0.47,2.7,-8.69E-09
0.47,2.9,-8.67E-09
0.47,3.1,-8.65E-09
0.47,3.3,-8.63E-09
0.47,3.5,-8.62E-09
0.47,3.7,-8.60E-09
0.47,3.9,-8.59E-09
0.47,4.1,-8.57E-09
0.47,4.3,-8.56E-09
0.47,4.5,-8.55E-09
0.47,4.7,-8.54E-09
0.47,4.9,-8.53E-09
0.47,5.1,-8.52E-09
0.47,5.6,-8.50E-09
0.47,6.1,-8.49E-09
0.47,6.6,-8.47E-09
0.47,7.1,-8.46E-09
0.47,7.6,-8.44E-09
0.47,8.1,-8.43E-09
0.47,8.6,-8.42E-09
0.47,9.1,-8.41E-09
0.47,9.6,-8.40E-09
0.47,10.1,-8.40E-09
0.47,11.1,-8.38E-09
0.47,12.1,-8.37E-09
0.47,13.1,-8.36E-09
0.47,14.1,-8.35E-09
0.47,15.1,-8.34E-09
0.47,16.1,-8.33E-09
0.47,17.1,-8.32E-09
0.47,18.1,-8.32E-09
0.47,19.1,-8.31E-09
0.47,20.1,-8.31E-09
0.47,22.1,-8.30E-09
0.47,24.1,-8.29E-09
0.47,26.1,-8.28E-09
0.47,28.1,-8.27E-09
0.47,30.1,-8.27E-09
0.47,32.1,-8.26E-09
0.47,34.1,-8.26E-09
0.47,36.1,-8.25E-09
0.47,38.1,-8.25E-09
0.47,40.1,-8.24E-09
0.47,42.1,-8.24E-09
0.47,44.1,-8.24E-09
0.47,46.1,-8.23E-09
0.47,48.1,-8.23E-09
0.47,50.1,-8.23E-09
0.47,55.1,-8.22E-09
0.47,60.1,-8.21E-09
0.47,65.1,-8.21E-09
0.47,70.1,-8.21E-09
0.47,75.1,-8.20E-09
0.47,80.1,-8.20E-09
0.47,85.1,-8.19E-09
0.47,90.1,-8.19E-09
0.47,95.1,-8.19E-09
0.47,100.1,-8.19E-09
0.48,0,-1.04E-11
0.48,0.01,-1.02E-11
0.48,0.02,-1.01E-11
0.48,0.03,-9.93E-12
0.48,0.04,-9.81E-12
0.48,0.05,-9.71E-12
0.48,0.06,-9.63E-12
0.48,0.07,-9.55E-12
0.48,0.08,-9.49E-12
0.48,0.09,-9.42E-12
0.48,0.091,-9.42E-12
0.48,0.092,-9.41E-12
0.48,0.093,-9.41E-12
0.48,0.094,-9.40E-12
0.48,0.095,-9.40E-12
0.48,0.096,-9.39E-12
0.48,0.097,-9.38E-12
0.48,0.098,-9.38E-12
0.48,0.099,-9.37E-12
0.48,0.1,-4.21E-09
0.48,0.1001,-2.22E-08
0.48,0.1002,-2.17E-08
0.48,0.1003,-2.13E-08
0.48,0.1004,-2.10E-08
0.48,0.1005,-2.07E-08
0.48,0.1006,-2.04E-08
0.48,0.1007,-2.02E-08
0.48,0.1008,-2.00E-08
0.48,0.1009,-1.99E-08
0.48,0.101,-1.97E-08
0.48,0.1011,-1.95E-08
0.48,0.1012,-1.94E-08
0.48,0.1013,-1.93E-08
0.48,0.1014,-1.91E-08
0.48,0.1015,-1.90E-08
0.48,0.1016,-1.89E-08
0.48,0.1017,-1.88E-08
0.48,0.1018,-1.87E-08
0.48,0.1019,-1.86E-08
0.48,0.102,-1.85E-08
0.48,0.1022,-1.83E-08
0.48,0.1024,-1.81E-08
0.48,0.1026,-1.79E-08
0.48,0.1028,-1.78E-08
0.48,0.103,-1.76E-08
0.48,0.1032,-1.75E-08
0.48,0.1034,-1.74E-08
0.48,0.1036,-1.72E-08
0.48,0.1038,-1.71E-08
0.48,0.104,-1.70E-08
0.48,0.1042,-1.69E-08
0.48,0.1044,-1.68E-08
0.48,0.1046,-1.67E-08
0.48,0.1048,-1.66E-08
0.48,0.105,-1.65E-08
0.48,0.1055,-1.63E-08
0.48,0.106,-1.60E-08
0.48,0.1065,-1.59E-08
0.48,0.107,-1.57E-08
0.48,0.1075,-1.55E-08
0.48,0.108,-1.53E-08
0.48,0.1085,-1.52E-08
0.48,0.109,-1.51E-08
0.48,0.1095,-1.49E-08
0.48,0.11,-1.48E-08
0.48,0.111,-1.46E-08
0.48,0.112,-1.43E-08
0.48,0.113,-1.42E-08
0.48,0.114,-1.40E-08
0.48,0.115,-1.38E-08
0.48,0.116,-1.36E-08
0.48,0.117,-1.35E-08
0.48,0.118,-1.34E-08
0.48,0.119,-1.32E-08
0.48,0.12,-1.31E-08
0.48,0.122,-1.29E-08
0.48,0.124,-1.27E-08
0.48,0.126,-1.25E-08
0.48,0.128,-1.23E-08
0.48,0.13,-1.22E-08
0.48,0.132,-1.20E-08
0.48,0.134,-1.19E-08
0.48,0.136,-1.18E-08
0.48,0.138,-1.17E-08
0.48,0.14,-1.16E-08
0.48,0.142,-1.15E-08
0.48,0.144,-1.14E-08
0.48,0.146,-1.13E-08
0.48,0.148,-1.12E-08
0.48,0.15,-1.11E-08
0.48,0.155,-1.09E-08
0.48,0.16,-1.08E-08
0.48,0.165,-1.06E-08
0.48,0.17,-1.05E-08
0.48,0.175,-1.04E-08
0.48,0.18,-1.03E-08
0.48,0.185,-1.02E-08
0.48,0.19,-1.01E-08
0.48,0.195,-1.00E-08
0.48,0.2,-9.97E-09
0.48,0.21,-9.84E-09
0.48,0.22,-9.72E-09
0.48,0.23,-9.62E-09
0.48,0.24,-9.53E-09
0.48,0.25,-9.45E-09
0.48,0.26,-9.38E-09
0.48,0.27,-9.31E-09
0.48,0.28,-9.25E-09
0.48,0.29,-9.19E-09
0.48,0.3,-9.14E-09
0.48,0.32,-9.05E-09
0.48,0.34,-8.97E-09
0.48,0.36,-8.90E-09
0.48,0.38,-8.84E-09
0.48,0.4,-8.78E-09
0.48,0.42,-8.73E-09
0.48,0.44,-8.68E-09
0.48,0.46,-8.64E-09
0.48,0.48,-8.60E-09
0.48,0.5,-8.57E-09
0.48,0.52,-8.53E-09
0.48,0.54,-8.50E-09
0.48,0.56,-8.47E-09
0.48,0.58,-8.45E-09
0.48,0.6,-8.42E-09
0.48,0.65,-8.36E-09
0.48,0.7,-8.31E-09
0.48,0.75,-8.27E-09
0.48,0.8,-8.23E-09
0.48,0.85,-8.20E-09
0.48,0.9,-8.17E-09
0.48,0.95,-8.14E-09
0.48,1,-8.11E-09
0.48,1.05,-8.09E-09
0.48,1.1,-8.06E-09
0.48,1.2,-8.02E-09
0.48,1.3,-7.99E-09
0.48,1.4,-7.96E-09
0.48,1.5,-7.93E-09
0.48,1.6,-7.91E-09
0.48,1.7,-7.89E-09
0.48,1.8,-7.87E-09
0.48,1.9,-7.85E-09
0.48,2,-7.83E-09
0.48,2.1,-7.81E-09
0.48,2.3,-7.79E-09
0.48,2.5,-7.76E-09
0.48,2.7,-7.74E-09
0.48,2.9,-7.72E-09
0.48,3.1,-7.70E-09
0.48,3.3,-7.69E-09
0.48,3.5,-7.67E-09
0.48,3.7,-7.66E-09
0.48,3.9,-7.65E-09
0.48,4.1,-7.64E-09
0.48,4.3,-7.63E-09
0.48,4.5,-7.62E-09
0.48,4.7,-7.61E-09
0.48,4.9,-7.60E-09
0.48,5.1,-7.59E-09
0.48,5.6,-7.58E-09
0.48,6.1,-7.56E-09
0.48,6.6,-7.55E-09
0.48,7.1,-7.54E-09
0.48,7.6,-7.52E-09
0.48,8.1,-7.51E-09
0.48,8.6,-7.51E-09
0.48,9.1,-7.50E-09
0.48,9.6,-7.49E-09
0.48,10.1,-7.48E-09
0.48,11.1,-7.47E-09
0.48,12.1,-7.46E-09
0.48,13.1,-7.45E-09
